KS1295[%]	6082[%]	2024[%]	bat-box[%]	3003[%]	4032[%]	Al	Si	Cu	Ni	Mg	Mn	Fe	Cr	Ti	Zr	V	Zn	Vf_FCC_A1	Vf_DIAMOND_A4	Vf_AL15SI2M4	Vf_AL3X	Vf_AL6MN	Vf_MG2ZN3	Vf_AL3NI2	Vf_AL3NI_D011	Vf_AL7CU4NI	Vf_AL2CU_C16	Vf_Q_ALCUMGSI	Vf_AL7CU2FE	Vf_MG2SI_C1	Vf_AL9FE2SI2	Vf_AL18FE2MG7SI10	eut. frac.[%]	eut. T (C)	T_FCC_A1	T_DIAMOND_A4	T_AL15SI2M4	T_AL3X	T_AL6MN	T_MG2ZN3	T_AL3NI2	T_AL3NI_D011	T_AL7CU4NI	T_AL2CU_C16	T_Q_ALCUMGSI	T_AL7CU2FE	T_MG2SI_C1	T_AL9FE2SI2	T_AL18FE2MG7SI10	T(liqu)	T(sol)	delta_T	delta_T_FCC	delta_T_Al15Si2M4	delta_T_Si	CSC	YS(MPa)	hardness(Vickers)	CTEvol(1/K)(20.0-300.0C)	Density(g/cm3)	Volume(m3/mol)	El.conductivity(S/m)	El. resistivity(ohm m)	heat capacity(J/(mol K))	Therm.conductivity(W/(mK))	Therm. diffusivity(m2/s)	Therm.resistivity(mK/W)	Linear thermal expansion (1/K)(20.0-300.0C)	Technical thermal expansion (1/K)(20.0-300.0C)
0.2168	17.06536	19.1662	7.63107	31.84168	24.07674	92.91844	3.5069	1.16791	0.32642	0.67415	0.69071	0.49803	0.05372	0.04333	0.03108	0.03108	0.15465	90.02465	2.82467	2.33314	nan	2.00475	nan	0.2927	0.57408	0.21371	0.38169	0.07904	0.00291	0.36217	0.67516	0.29751	47.14181	597.62929	630.17833	539.55581	652.66011	399.44773	628.23997	nan	505.64718	448.87387	399.58578	236.63556	382.31101	552.77541	526.21379	400.90568	494.26625	653.74171	545.69716	108.04285	80.78537	108.04285	11.77073	0.48357	57.94985	17.72709	7.84E-05	2.69098	1.02E-05	1.31E+07	7.69E-08	27.68143	178.96284	6.59E-05	0.00561	2.61E-05	2.38E-05
0.2172	16.69484	19.73708	7.64319	30.77117	24.93438	92.77757	3.60552	1.20068	0.33762	0.68509	0.67927	0.49683	0.05413	0.04411	0.03082	0.03082	0.1574	89.84427	2.94265	2.29296	nan	2.00472	nan	0.29611	0.60164	0.2138	0.40361	0.07649	0.00296	0.36982	0.69005	0.30448	48.13221	597.52678	629.37967	542.17325	652.74052	399.09089	628.63875	84.771	504.44387	449.01972	398.51176	239.3086	381.75406	552.7827	525.97109	401.92475	495.3383	653.76338	545.80129	107.96029	79.80287	107.96029	12.04446	0.47706	57.82521	17.68897	7.83E-05	2.69109	1.02E-05	1.30E+07	7.72E-08	27.67725	178.42984	6.58E-05	0.00563	2.61E-05	2.38E-05
0.2176	16.32431	20.30796	7.65531	29.70067	25.79203	92.6367	3.70413	1.23345	0.34882	0.69602	0.66783	0.49562	0.05454	0.0449	0.03056	0.03056	0.16014	89.66389	3.06063	2.25278	nan	2.00469	nan	0.29953	0.6292	0.21388	0.42553	0.07393	0.00301	0.37748	0.70494	0.31145	49.1226	597.42426	628.58101	544.79068	652.82093	398.73405	629.03752	84.771	503.24055	449.16558	397.43774	241.98164	381.19711	552.78999	525.72838	402.94382	496.41034	653.78505	545.90543	107.87772	78.82036	107.87772	12.3182	0.47054	57.70057	17.65085	7.82E-05	2.69119	1.02E-05	1.30E+07	7.74E-08	27.67307	177.89684	6.56E-05	0.00565	2.61E-05	2.38E-05
0.218	15.95379	20.87884	7.66743	28.63017	26.64967	92.49583	3.80274	1.26622	0.36002	0.70695	0.65639	0.49442	0.05495	0.04568	0.0303	0.0303	0.16289	89.48351	3.17861	2.2126	nan	2.00466	nan	0.30294	0.65676	0.21397	0.44745	0.07137	0.00307	0.38514	0.71983	0.31842	50.113	597.32175	627.78235	547.40811	652.90134	398.37721	629.4363	84.771	502.03724	449.31144	396.36373	244.65468	380.64017	552.79729	525.48567	403.96289	497.48239	653.80671	546.00956	107.79515	77.83786	107.79515	12.59193	0.46402	57.57593	17.61273	7.81E-05	2.69129	1.02E-05	1.29E+07	7.77E-08	27.66889	177.36384	6.54E-05	0.00567	2.60E-05	2.38E-05
0.2184	15.58327	21.44973	7.67955	27.55966	27.50731	92.35496	3.90136	1.29899	0.37122	0.71789	0.64494	0.49321	0.05536	0.04647	0.03004	0.03004	0.16563	89.30313	3.29659	2.17242	nan	2.00463	nan	0.30635	0.68432	0.21406	0.46937	0.06882	0.00312	0.39279	0.73472	0.32539	51.1034	597.21923	626.98369	550.02554	652.98174	398.02037	629.83507	84.771	500.83393	449.45729	395.28971	247.32772	380.08322	552.80458	525.24296	404.98196	498.55443	653.82838	546.11369	107.71259	76.85535	107.71259	12.86566	0.4575	57.45129	17.5746	7.80E-05	2.69139	1.02E-05	1.29E+07	7.79E-08	27.66471	176.83084	6.52E-05	0.00568	2.60E-05	2.37E-05
0.2188	15.21275	22.02061	7.69167	26.48916	28.36496	92.2141	3.99997	1.33176	0.38242	0.72882	0.6335	0.49201	0.05577	0.04725	0.02978	0.02978	0.16837	89.12275	3.41457	2.13225	nan	2.0046	nan	0.30977	0.71188	0.21414	0.49129	0.06626	0.00317	0.40045	0.74961	0.33236	52.09379	597.11672	626.18503	552.64297	653.06215	397.66353	630.23385	84.771	499.63062	449.60315	394.21569	250.00076	379.52628	552.81187	525.00026	406.00103	499.62648	653.85005	546.21783	107.63002	75.87285	107.63002	13.1394	0.45098	57.32665	17.53648	7.79E-05	2.69149	1.02E-05	1.29E+07	7.82E-08	27.66053	176.29783	6.51E-05	0.0057	2.60E-05	2.37E-05
0.2192	14.84223	22.59149	7.70379	25.41865	29.2226	92.07323	4.09859	1.36453	0.39362	0.73976	0.62206	0.49081	0.05618	0.04803	0.02952	0.02952	0.17112	88.94236	3.53255	2.09207	nan	2.00457	nan	0.31318	0.73944	0.21423	0.51321	0.06371	0.00323	0.4081	0.7645	0.33933	53.08419	597.0142	625.38637	555.2604	653.14256	397.30669	630.63262	84.771	498.42731	449.74901	393.14167	252.6738	378.96933	552.81916	524.75755	407.0201	500.69852	653.87171	546.32196	107.54745	74.89035	107.54745	13.41313	0.44446	57.20201	17.49836	7.78E-05	2.6916	1.02E-05	1.28E+07	7.84E-08	27.65635	175.76483	6.49E-05	0.00572	2.59E-05	2.37E-05
0.2196	14.47171	23.16237	7.71591	24.34815	30.08024	91.93236	4.1972	1.3973	0.40482	0.75069	0.61062	0.4896	0.05659	0.04882	0.02926	0.02926	0.17386	88.76198	3.65053	2.05189	nan	2.00454	nan	0.31659	0.767	0.21431	0.53513	0.06115	0.00328	0.41576	0.77939	0.3463	54.07458	596.91169	624.5877	557.87783	653.22297	396.94985	631.03139	84.771	497.224	449.89486	392.06765	255.34684	378.41239	552.82645	524.51484	408.03917	501.77056	653.89338	546.4261	107.46489	73.90784	107.46489	13.68687	0.43794	57.07737	17.46024	7.77E-05	2.6917	1.02E-05	1.28E+07	7.87E-08	27.65217	175.23183	6.47E-05	0.00573	2.59E-05	2.36E-05
0.22	14.1054	23.7301	7.72786	23.2808	30.93384	91.79217	4.29536	1.42989	0.41597	0.76159	0.59922	0.48839	0.057	0.0496	0.029	0.029	0.17659	88.5825	3.76797	2.01183	nan	2.00451	nan	0.31997	0.79445	0.21438	0.55698	0.0586	0.00333	0.42339	0.79422	0.35323	55.06068	596.81087	623.7928	560.48371	653.30236	396.59365	631.43017	84.771	496.02539	450.0485	391.00029	258.01024	377.85322	552.83375	524.25876	409.05153	502.83421	653.91421	546.53102	107.38069	72.92859	107.38069	13.95895	0.43144	56.95333	17.4223	7.76E-05	2.6918	1.02E-05	1.27E+07	7.89E-08	27.64801	174.70138	6.45E-05	0.00575	2.59E-05	2.36E-05
0.2204	15.65273	22.86702	7.66214	23.6432	29.9524	91.95976	4.18704	1.38213	0.40339	0.75626	0.60765	0.48552	0.05776	0.04897	0.0291	0.0291	0.17317	88.81078	3.64186	2.02578	nan	2.00448	nan	0.30849	0.77087	0.20589	0.54588	0.06081	0.00329	0.42004	0.78147	0.34496	54.09612	597.47795	624.70091	557.85334	652.92005	396.5276	631.82894	84.771	496.96013	453.73036	392.95097	256.29955	376.28831	552.84104	517.93877	407.02024	500.08769	653.55441	546.99302	106.55899	73.42349	106.55899	13.48014	0.43511	57.10337	17.46819	7.77E-05	2.69113	1.02E-05	1.28E+07	7.86E-08	27.65269	175.32938	6.48E-05	0.00573	2.59E-05	2.36E-05
0.2208	17.20006	22.00393	7.59641	24.0056	28.97095	92.12735	4.07871	1.33437	0.39081	0.75094	0.61608	0.48264	0.05852	0.04835	0.0292	0.0292	0.16974	89.03906	3.51575	2.03973	nan	2.00445	nan	0.29701	0.74729	0.19739	0.53478	0.06302	0.00324	0.41668	0.76872	0.33669	53.13157	598.14504	625.60902	555.22297	652.53774	396.46155	632.22772	84.771	497.89486	457.41222	394.90164	254.58886	374.7234	552.84833	511.61878	404.98895	497.34117	653.19461	547.45502	105.73729	73.91839	105.73729	13.00134	0.43879	57.25341	17.51409	7.78E-05	2.69045	1.02E-05	1.28E+07	7.84E-08	27.65737	175.95739	6.50E-05	0.00571	2.59E-05	2.37E-05
0.2212	18.74738	21.14085	7.53069	24.368	27.98951	92.29493	3.97039	1.28661	0.37823	0.74562	0.62451	0.47977	0.05928	0.04773	0.0293	0.0293	0.16632	89.26734	3.38964	2.05367	nan	2.00442	nan	0.28553	0.72371	0.18889	0.52368	0.06523	0.00319	0.41332	0.75597	0.32842	52.16701	598.81213	626.51713	552.5926	652.15543	396.3955	632.62649	84.771	498.8296	461.09408	396.85231	252.87818	373.15849	552.85562	505.29879	402.95767	494.59464	652.8348	547.91702	104.91558	74.41329	104.91558	12.52254	0.44246	57.40345	17.55998	7.80E-05	2.68978	1.02E-05	1.29E+07	7.81E-08	27.66205	176.58539	6.52E-05	0.00569	2.60E-05	2.37E-05
0.2216	20.29471	20.27777	7.46497	24.7304	27.00807	92.46252	3.86206	1.23885	0.36565	0.74029	0.63295	0.47689	0.06004	0.0471	0.0294	0.0294	0.1629	89.49563	3.26353	2.06762	nan	2.00439	nan	0.27405	0.70013	0.1804	0.51258	0.06744	0.00315	0.40997	0.74322	0.32015	51.20245	599.47921	627.42524	549.96223	651.77312	396.32945	633.02526	84.771	499.76434	464.77593	398.80299	251.16749	371.59357	552.86291	498.97879	400.92638	491.84812	652.475	548.37902	104.09388	74.9082	104.09388	12.04374	0.44614	57.55349	17.60587	7.81E-05	2.68911	1.02E-05	1.29E+07	7.78E-08	27.66673	177.21339	6.54E-05	0.00567	2.60E-05	2.37E-05
0.222	21.84204	19.41468	7.39925	25.0928	26.02662	92.63011	3.75374	1.19109	0.35307	0.73497	0.64138	0.47401	0.0608	0.04648	0.0295	0.0295	0.15947	89.72391	3.13742	2.08157	nan	2.00436	nan	0.26257	0.67655	0.1719	0.50148	0.06964	0.0031	0.40661	0.73047	0.31188	50.2379	600.1463	628.33336	547.33186	651.39081	396.26339	633.42404	84.771	500.69908	468.45779	400.75366	249.4568	370.02866	552.8702	492.6588	398.89509	489.1016	652.1152	548.84103	103.27218	75.4031	103.27218	11.56494	0.44981	57.70353	17.65176	7.82E-05	2.68844	1.02E-05	1.30E+07	7.76E-08	27.67141	177.84139	6.56E-05	0.00565	2.61E-05	2.38E-05
0.2224	23.38936	18.5516	7.33353	25.45521	25.04518	92.7977	3.64542	1.14333	0.34049	0.72964	0.64981	0.47114	0.06156	0.04585	0.0296	0.0296	0.15605	89.95219	3.01131	2.09552	nan	2.00433	nan	0.25109	0.65297	0.16341	0.49038	0.07185	0.00305	0.40326	0.71772	0.30361	49.27334	600.81339	629.24147	544.70149	651.0085	396.19734	633.82281	84.771	501.63381	472.13965	402.70434	247.74612	368.46375	552.8775	486.33881	396.8638	486.35508	651.7554	549.30303	102.45047	75.898	102.45047	11.08614	0.45349	57.85357	17.69765	7.83E-05	2.68777	1.02E-05	1.30E+07	7.73E-08	27.67609	178.4694	6.58E-05	0.00563	2.61E-05	2.38E-05
0.2228	24.93669	17.68852	7.26781	25.81761	24.06373	92.96529	3.53709	1.09557	0.32791	0.72432	0.65824	0.46826	0.06232	0.04523	0.0297	0.0297	0.15262	90.18047	2.8852	2.10947	nan	2.0043	nan	0.23961	0.62939	0.15491	0.47928	0.07406	0.00301	0.3999	0.70497	0.29534	48.30879	601.48047	630.14958	542.07112	650.62619	396.13129	634.22159	84.771	502.56855	475.82151	404.65501	246.03543	366.89883	552.88479	480.01882	394.83251	483.60856	651.3956	549.76503	101.62877	76.3929	101.62877	10.60733	0.45716	58.00361	17.74355	7.84E-05	2.68709	1.02E-05	1.30E+07	7.70E-08	27.68077	179.0974	6.60E-05	0.00561	2.61E-05	2.39E-05
0.2232	26.48401	16.82543	7.20209	26.18001	23.08229	93.13288	3.42877	1.04781	0.31533	0.719	0.66667	0.46539	0.06308	0.04461	0.0298	0.0298	0.1492	90.40875	2.75909	2.12342	nan	2.00427	nan	0.22813	0.60581	0.14641	0.46818	0.07627	0.00296	0.39654	0.69222	0.28707	47.34423	602.14756	631.05769	539.44075	650.24388	396.06524	634.62036	nan	503.50329	479.50337	406.60569	244.32474	365.33392	552.89208	473.69883	392.80123	480.86204	651.0358	550.22703	100.80707	76.8878	100.80707	10.12853	0.46083	58.15365	17.78944	7.86E-05	2.68642	1.02E-05	1.31E+07	7.68E-08	27.68545	179.7254	6.62E-05	0.00559	2.62E-05	2.39E-05
0.2236	28.03134	15.96235	7.13637	26.54241	22.10085	93.30047	3.32044	1.00005	0.30275	0.71367	0.67511	0.46251	0.06384	0.04398	0.0299	0.0299	0.14578	90.63703	2.63298	2.13736	nan	2.00424	nan	0.21665	0.58223	0.13792	0.45708	0.07848	0.00291	0.39319	0.67947	0.2788	46.37968	602.81465	631.9658	536.81038	649.86157	395.99918	635.01913	nan	504.43802	483.18523	408.55636	242.61405	363.76901	552.89937	467.37884	390.76994	478.11552	650.676	550.68903	99.98536	77.38271	99.98536	9.64973	0.46451	58.3037	17.83533	7.87E-05	2.68575	1.02E-05	1.31E+07	7.65E-08	27.69013	180.3534	6.64E-05	0.00557	2.62E-05	2.39E-05
0.224	29.57867	15.09927	7.07065	26.90481	21.1194	93.46806	3.21212	0.95229	0.29017	0.70835	0.68354	0.45963	0.0646	0.04336	0.03	0.03	0.14235	90.86531	2.50687	2.15131	nan	2.00421	nan	0.20517	0.55865	0.12942	0.44598	0.08068	0.00287	0.38983	0.66672	0.27053	45.41512	603.48173	632.87391	534.18001	649.47926	395.93313	635.41791	nan	505.37276	486.86709	410.50704	240.90337	362.20409	552.90666	461.05884	388.73865	475.369	650.31619	551.15103	99.16366	77.87761	99.16366	9.17093	0.46818	58.45374	17.88122	7.88E-05	2.68508	1.02E-05	1.32E+07	7.62E-08	27.69481	180.98141	6.67E-05	0.00555	2.63E-05	2.40E-05
0.2244	31.12599	14.23618	7.00493	27.26721	20.13796	93.63564	3.10379	0.90453	0.27759	0.70302	0.69197	0.45676	0.06536	0.04273	0.0301	0.0301	0.13893	91.09359	2.38076	2.16526	nan	2.00418	nan	0.19369	0.53507	0.12092	0.43488	0.08289	0.00282	0.38648	0.65397	0.26226	44.45056	604.14882	633.78203	531.54964	649.09695	395.86708	635.81668	nan	506.3075	490.54895	412.45771	239.19268	360.63918	552.91395	454.73885	386.70736	472.62248	649.95639	551.61304	98.34196	78.37251	98.34196	8.69213	0.47186	58.60378	17.92711	7.89E-05	2.68441	1.02E-05	1.32E+07	7.60E-08	27.69949	181.60941	6.69E-05	0.00553	2.63E-05	2.40E-05
0.2248	32.67332	13.3731	6.93921	27.62961	19.15651	93.80323	2.99547	0.85677	0.26501	0.6977	0.7004	0.45388	0.06612	0.04211	0.0302	0.0302	0.1355	91.32187	2.25465	2.17921	nan	2.00415	nan	0.18221	0.51149	0.11243	0.42378	0.0851	0.00277	0.38312	0.64122	0.25399	43.48601	604.81591	634.69014	528.91927	648.71464	395.80103	636.21546	nan	507.24223	494.2308	414.40839	237.48199	359.07427	552.92125	448.41886	384.67607	469.87596	649.59659	552.07504	97.52025	78.86741	97.52025	8.21332	0.47553	58.75382	17.97301	7.91E-05	2.68373	1.02E-05	1.33E+07	7.57E-08	27.70417	182.23741	6.71E-05	0.00551	2.64E-05	2.40E-05
0.2252	34.22064	12.51002	6.87349	27.99202	18.17507	93.97082	2.88714	0.80901	0.25243	0.69238	0.70883	0.45101	0.06688	0.04149	0.0303	0.0303	0.13208	91.55015	2.12854	2.19316	nan	2.00412	nan	0.17073	0.48791	0.10393	0.41268	0.08731	0.00273	0.37976	0.62847	0.24572	42.52145	605.48299	635.59825	526.2889	648.33234	395.73498	636.61423	nan	508.17697	497.91266	416.35906	235.77131	357.50936	552.92854	442.09887	382.64479	467.12943	649.23679	552.53704	96.69855	79.36231	96.69855	7.73452	0.47921	58.90386	18.0189	7.92E-05	2.68306	1.02E-05	1.33E+07	7.54E-08	27.70885	182.86541	6.73E-05	0.00549	2.64E-05	2.41E-05
0.2256	35.76797	11.64693	6.80777	28.35442	17.19363	94.13841	2.77882	0.76125	0.23985	0.68705	0.71727	0.44813	0.06764	0.04086	0.0304	0.0304	0.12866	91.77844	2.00243	2.2071	nan	2.00409	nan	0.15925	0.46433	0.09544	0.40157	0.08952	0.00268	0.37641	0.61572	0.23745	41.5569	606.15008	636.50636	523.65853	647.95003	395.66892	637.01301	nan	509.11171	501.59452	418.30973	234.06062	355.94444	552.93583	435.77888	380.6135	464.38291	648.87699	552.99904	95.87685	79.85722	95.87685	7.25572	0.48288	59.0539	18.06479	7.93E-05	2.68239	1.02E-05	1.34E+07	7.52E-08	27.71353	183.49342	6.75E-05	0.00547	2.64E-05	2.41E-05
0.226	37.3153	10.78385	6.74205	28.71682	16.21218	94.306	2.6705	0.71349	0.22727	0.68173	0.7257	0.44525	0.0684	0.04024	0.0305	0.0305	0.12523	92.00672	1.87631	2.22105	nan	2.00406	nan	0.14777	0.44075	0.08694	0.39047	0.09172	0.00263	0.37305	0.60297	0.22918	40.59234	606.81717	637.41447	521.02816	647.56772	395.60287	637.41178	nan	510.04645	505.27638	420.26041	232.34993	354.37953	552.94312	429.45888	378.58221	461.63639	648.51719	553.46104	95.05514	80.35212	95.05514	6.77692	0.48656	59.20394	18.11068	7.94E-05	2.68172	1.02E-05	1.34E+07	7.49E-08	27.71821	184.12142	6.77E-05	0.00545	2.65E-05	2.42E-05
0.2264	38.86262	9.92077	6.67633	29.07922	15.23074	94.47359	2.56217	0.66573	0.21469	0.6764	0.73413	0.44238	0.06916	0.03961	0.0306	0.0306	0.12181	92.235	1.7502	2.235	nan	2.00403	nan	0.13629	0.41717	0.07844	0.37937	0.09393	0.00259	0.3697	0.59022	0.22091	39.62778	607.48425	638.32258	518.39778	647.18541	395.53682	637.81055	nan	510.98118	508.95824	422.21108	230.63925	352.81462	552.95041	423.13889	376.55092	458.88987	648.15739	553.92305	94.23344	80.84702	94.23344	6.29812	0.49023	59.35398	18.15658	7.96E-05	2.68105	1.02E-05	1.34E+07	7.46E-08	27.72289	184.74942	6.79E-05	0.00543	2.65E-05	2.42E-05
0.2268	40.40995	9.05768	6.61061	29.44162	14.24929	94.64118	2.45385	0.61797	0.20211	0.67108	0.74256	0.4395	0.06992	0.03899	0.0307	0.0307	0.11838	92.46328	1.62409	2.24895	nan	2.004	nan	0.12481	0.39359	0.06995	0.36827	0.09614	0.00254	0.36634	0.57747	0.21264	38.66323	608.15134	639.2307	515.76741	646.8031	395.47077	638.20933	nan	511.91592	512.6401	424.16176	228.92856	351.2497	552.95771	416.8189	374.51963	456.14335	647.79758	554.38505	93.41174	81.34192	93.41174	5.81931	0.4939	59.50402	18.20247	7.97E-05	2.68037	1.02E-05	1.35E+07	7.44E-08	27.72757	185.37742	6.81E-05	0.00541	2.66E-05	2.42E-05
0.2272	41.95728	8.1946	6.54489	29.80402	13.26785	94.80876	2.34552	0.57021	0.18953	0.66576	0.751	0.43663	0.07068	0.03837	0.0308	0.0308	0.11496	92.69156	1.49798	2.2629	nan	2.00397	nan	0.11333	0.37001	0.06145	0.35717	0.09835	0.00249	0.36298	0.56472	0.20437	37.69867	608.81843	640.13881	513.13704	646.42079	395.40471	638.6081	nan	512.85066	516.32196	426.11243	227.21787	349.68479	552.965	410.49891	372.48834	453.39683	647.43778	554.84705	92.59003	81.83682	92.59003	5.34051	0.49758	59.65406	18.24836	7.98E-05	2.6797	1.02E-05	1.35E+07	7.41E-08	27.73225	186.00543	6.84E-05	0.00539	2.66E-05	2.43E-05
0.2276	43.5046	7.33152	6.47917	30.16642	12.28641	94.97635	2.2372	0.52245	0.17695	0.66043	0.75943	0.43375	0.07144	0.03774	0.0309	0.0309	0.11154	92.91984	1.37187	2.27684	nan	2.00394	nan	0.10185	0.34643	0.05296	0.34607	0.10056	0.00245	0.35963	0.55197	0.1961	36.73412	609.48551	641.04692	510.50667	646.03848	395.33866	639.00688	nan	513.78539	520.00382	428.06311	225.50719	348.11988	552.97229	404.17892	370.45706	450.65031	647.07798	555.30905	91.76833	82.33173	91.76833	4.86171	0.50125	59.8041	18.29425	7.99E-05	2.67903	1.02E-05	1.36E+07	7.38E-08	27.73693	186.63343	6.86E-05	0.00537	2.66E-05	2.43E-05
0.228	45.05193	6.46843	6.41345	30.52883	11.30496	95.14394	2.12887	0.47469	0.16437	0.65511	0.76786	0.43087	0.0722	0.03712	0.031	0.031	0.10811	93.14812	1.24576	2.29079	nan	2.00391	nan	0.09037	0.32285	0.04446	0.33497	0.10277	0.0024	0.35627	0.53922	0.18783	35.76956	610.1526	641.95503	507.8763	645.65617	395.27261	639.40565	nan	514.72013	523.68567	430.01378	223.7965	346.55497	552.97958	397.85892	368.42577	447.90379	646.71818	555.77105	90.94663	82.82663	90.94663	4.38291	0.50493	59.95414	18.34014	8.01E-05	2.67836	1.02E-05	1.36E+07	7.36E-08	27.74161	187.26143	6.88E-05	0.00535	2.67E-05	2.43E-05
0.2284	46.59925	5.60535	6.34773	30.89123	10.32352	95.31153	2.02055	0.42693	0.15179	0.64978	0.77629	0.428	0.07296	0.03649	0.0311	0.0311	0.10469	93.3764	1.11965	2.30474	nan	2.00388	nan	0.07889	0.29927	0.03596	0.32387	0.10497	0.00235	0.35292	0.52647	0.17956	34.805	610.81969	642.86314	505.24593	645.27386	395.20656	639.80442	nan	515.65487	527.36753	431.96446	222.08581	344.99005	552.98687	391.53893	366.39448	445.15727	646.35838	556.23306	90.12492	83.32153	90.12492	3.90411	0.5086	60.10418	18.38604	8.02E-05	2.67769	1.02E-05	1.37E+07	7.33E-08	27.74629	187.88943	6.90E-05	0.00533	2.67E-05	2.44E-05
0.2288	48.14658	4.74227	6.28201	31.25363	9.34207	95.47912	1.91222	0.37917	0.13921	0.64446	0.78472	0.42512	0.07372	0.03587	0.0312	0.0312	0.10126	93.60468	0.99354	2.31869	nan	2.00385	nan	0.06741	0.27569	0.02747	0.31277	0.10718	0.00231	0.34956	0.51372	0.17129	33.84045	611.48677	643.77125	502.61556	644.89155	395.1405	640.2032	nan	516.58961	531.04939	433.91513	220.37513	343.42514	552.99416	385.21894	364.36319	442.41075	645.99858	556.69506	89.30322	83.81643	89.30322	3.4253	0.51228	60.25422	18.43193	8.03E-05	2.67701	1.02E-05	1.37E+07	7.30E-08	27.75097	188.51744	6.92E-05	0.00531	2.68E-05	2.44E-05
0.2292	49.69391	3.87918	6.21629	31.61603	8.36063	95.64671	1.8039	0.33141	0.12663	0.63914	0.79316	0.42225	0.07448	0.03525	0.0313	0.0313	0.09784	93.83296	0.86743	2.33264	nan	2.00382	nan	0.05593	0.25211	0.01897	0.30167	0.10939	0.00226	0.3462	0.50097	0.16302	32.87589	612.15386	644.67937	499.98519	644.50924	395.07445	640.60197	nan	517.52434	534.73125	435.8658	218.66444	341.86023	553.00146	378.89895	362.3319	439.66422	645.63878	557.15706	88.48152	84.31133	88.48152	2.9465	0.51595	60.40426	18.47782	8.04E-05	2.67634	1.02E-05	1.38E+07	7.28E-08	27.75565	189.14544	6.94E-05	0.00529	2.68E-05	2.45E-05
0.2296	51.24123	3.0161	6.15057	31.97843	7.37919	95.8143	1.69558	0.28365	0.11405	0.63381	0.80159	0.41937	0.07524	0.03462	0.0314	0.0314	0.09442	94.06124	0.74132	2.34658	nan	2.00379	nan	0.04445	0.22853	0.01048	0.29057	0.1116	0.00221	0.34285	0.48822	0.15475	31.91134	612.82095	645.58748	497.35482	644.12693	395.0084	641.00075	nan	518.45908	538.41311	437.81648	216.95375	340.29531	553.00875	372.57896	360.30062	436.9177	645.27897	557.61906	87.65981	84.80624	87.65981	2.4677	0.51962	60.5543	18.52371	8.06E-05	2.67567	1.02E-05	1.38E+07	7.25E-08	27.76033	189.77344	6.96E-05	0.00527	2.68E-05	2.45E-05
0.23	52.7828	2.15494	6.08618	32.33761	6.40347	95.98107	1.5879	0.23602	0.10154	0.62852	0.80996	0.4165	0.076	0.034	0.0315	0.0315	0.091	94.28859	0.61586	2.36038	nan	2.00376	nan	0.03302	0.20508	0.00204	0.27947	0.11381	0.00217	0.33952	0.47554	0.14652	30.9519	613.48519	646.49055	494.73228	643.74168	394.9406	641.39952	nan	519.39382	542.08678	439.76715	215.24307	338.73995	553.01604	366.28764	358.27615	434.18164	644.92156	558.07857	86.84299	85.29549	86.84299	1.99203	0.52329	60.70372	18.56941	8.07E-05	2.675	1.02E-05	1.38E+07	7.22E-08	27.76498	190.39891	6.98E-05	0.00525	2.69E-05	2.45E-05
0.2304	51.8266	2.12834	6.59838	31.29901	7.91288	95.79279	1.7601	0.24689	0.12092	0.63888	0.792	0.41608	0.07592	0.03412	0.03112	0.03112	0.09164	94.10981	0.77202	2.30732	nan	2.00373	nan	0.0411	0.2384	0.01792	0.26837	0.11601	0.00212	0.35018	0.49134	0.15534	32.21303	612.91394	645.20674	495.50777	642.082	394.11309	641.79829	nan	520.32855	542.20802	441.71783	213.53238	341.32728	553.02333	372.43368	359.21123	435.98002	645.59996	557.45777	88.14179	83.33308	88.14179	2.87604	0.52342	60.58166	18.53207	8.05E-05	2.67448	1.02E-05	1.38E+07	7.25E-08	27.75798	189.92691	6.97E-05	0.00527	2.68E-05	2.45E-05
0.2308	50.87039	2.10174	7.11058	30.2604	9.42228	95.60451	1.9323	0.25775	0.1403	0.64924	0.77404	0.41566	0.07584	0.03424	0.03074	0.03074	0.09228	93.93103	0.92818	2.25426	nan	2.0037	nan	0.04918	0.27172	0.0338	0.25727	0.11822	0.00207	0.36084	0.50714	0.16416	33.47415	612.3427	643.92294	496.28325	640.42231	393.28559	642.19707	nan	521.26329	542.32926	443.6685	211.82169	343.91461	553.03062	378.57973	360.14632	437.77841	646.27837	556.83697	89.4406	81.37067	89.4406	3.76004	0.52355	60.4596	18.49473	8.04E-05	2.67396	1.02E-05	1.38E+07	7.27E-08	27.75098	189.45491	6.96E-05	0.00528	2.68E-05	2.44E-05
0.2312	49.91419	2.07514	7.62278	29.2218	10.93169	95.41622	2.1045	0.26861	0.15968	0.6596	0.75608	0.41524	0.07576	0.03436	0.03036	0.03036	0.09292	93.75225	1.08434	2.2012	nan	2.00367	nan	0.05726	0.30504	0.04968	0.24617	0.12043	0.00203	0.3715	0.52294	0.17298	34.73528	611.77146	642.63913	497.05873	638.76262	392.45809	642.59584	nan	522.19803	542.4505	445.61918	210.111	346.50194	553.03792	384.72577	361.0814	439.5768	646.95677	556.21616	90.7394	79.40826	90.7394	4.64404	0.52368	60.33754	18.45739	8.02E-05	2.67344	1.02E-05	1.37E+07	7.30E-08	27.74398	188.98291	6.94E-05	0.0053	2.67E-05	2.44E-05
